year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2018,1,10,ms,US,305060,96919,118442,70546
2018,1,10,mt,US,70264,24735,28490,18466
2018,1,10,nc,US,1066479,339002,423582,253229
2018,1,10,nd,US,76157,28630,33024,20532
2018,1,10,ne,US,238581,80571,99521,60641
2018,1,10,nh,US,102129,34848,42395,25105
2018,1,10,nj,US,853927,272415,340511,198380
2018,1,10,nm,US,129014,45693,50739,32115
2018,1,10,nv,US,347291,94999,98319,63018
2018,1,10,ny,US,1710700,538786,604540,369664
2018,1,10,oh,US,1090486,352447,451893,269786
2018,1,10,ok,US,531301,175076,210836,129632
2018,1,10,or,US,312253,97568,110772,71343
2018,1,10,pa,US,1024637,338860,406220,246379
2018,1,10,pr,US,77261,31512,35161,21945
2018,1,10,qc,CA,2,1,2,1
2018,1,10,ri,US,78348,27392,30544,18449
2018,1,10,sc,US,504851,158410,200312,117675
2018,1,10,sd,US,76010,26094,31689,19330
2018,1,10,tn,US,717597,222544,274644,164189
2018,1,10,tx,US,3521118,1042738,1290422,780628
2018,1,10,ut,US,270252,81386,103991,61009
2018,1,10,va,US,792898,255898,300819,181090
2018,1,10,vi,US,384,235,0,0
2018,1,10,vt,US,36396,13162,14803,9272
2018,1,10,wa,US,597940,197227,217266,141852
2018,1,10,wi,US,488919,176276,217543,136874
2018,1,10,wv,US,136016,50516,58027,36397
2018,1,10,wy,US,39764,14496,15800,10087
2018,1,11,ALL,"",32272406,10057669,12160751,7465486
2018,1,11,ALL_CA,CA,2,2,2,2
2018,1,11,ALL_US,US,32272404,10057667,12160749,7465484
2018,1,11,ak,US,43094,15412,16085,11055
2018,1,11,al,US,635198,204942,253986,154887
2018,1,11,ar,US,346139,116179,142555,86810
2018,1,11,as,US,48,31,39,29
2018,1,11,az,US,639915,192685,225782,140146
2018,1,11,bc,CA,2,2,2,2
2018,1,11,ca,US,3702021,1066741,1216694,769442
2018,1,11,co,US,533839,164033,184385,116036
2018,1,11,ct,US,269862,88223,106958,63114
2018,1,11,dc,US,210600,69784,38742,24423
2018,1,11,de,US,79612,27668,30390,18405
2018,1,11,fl,US,2968596,879320,1020508,612618
2018,1,11,ga,US,1226992,370648,453260,269114
2018,1,11,gu,US,4867,2048,2402,1540
2018,1,11,hi,US,136894,38053,36090,23889
2018,1,11,ia,US,244882,103175,121249,79399
2018,1,11,id,US,124798,42851,51246,31989
2018,1,11,il,US,1149376,377445,456376,276948
2018,1,11,in,US,634882,208029,256576,154387
2018,1,11,ks,US,267156,113794,131846,88403
2018,1,11,ky,US,423971,143711,169163,103652
2018,1,11,la,US,531389,175198,208359,128321
2018,1,11,ma,US,485066,159964,179636,108059
2018,1,11,md,US,574219,190542,210006,128152
2018,1,11,me,US,76759,27784,33456,20756
2018,1,11,mi,US,915002,305894,388006,235005
2018,1,11,mn,US,448555,161271,188680,120603
2018,1,11,mo,US,570411,213425,254460,159654
2018,1,11,mp,US,497,320,493,318
2018,1,11,ms,US,307068,101399,120999,73529
2018,1,11,mt,US,71759,25186,28886,18707
2018,1,11,nc,US,1042501,341926,421308,253622
2018,1,11,nd,US,68998,26284,29594,18967
2018,1,11,ne,US,176170,71543,83455,55441
2018,1,11,nh,US,101053,34937,41589,24769
2018,1,11,nj,US,846040,272334,335823,196506
2018,1,11,nm,US,128222,45174,49379,31550
2018,1,11,nv,US,346855,96750,97564,62919
2018,1,11,ny,US,1711271,540601,597935,365950
2018,1,11,oh,US,1110132,361370,454992,272972
2018,1,11,ok,US,513554,179751,211456,131930
2018,1,11,or,US,304643,98515,109895,71715
2018,1,11,pa,US,1029741,341889,405751,245563
2018,1,11,pr,US,78903,31912,36436,22324
2018,1,11,ri,US,77667,27170,30298,18209
2018,1,11,sc,US,494170,160412,198643,117736
2018,1,11,sd,US,69562,24580,29491,18488
2018,1,11,tn,US,736281,230375,278308,167763
2018,1,11,tx,US,3488840,1074952,1297744,792881
2018,1,11,ut,US,271211,81651,102220,60434
2018,1,11,va,US,796230,258602,301524,181524
2018,1,11,vi,US,394,226,0,0
2018,1,11,vt,US,36189,13232,14759,9295
2018,1,11,wa,US,567762,192465,212835,140767
2018,1,11,wi,US,475497,180243,218721,138094
2018,1,11,wv,US,136910,51627,58052,36670
2018,1,11,wy,US,40141,14508,15664,10005
2018,1,12,ALL,"",32974229,10046714,11972880,7327650
2018,1,12,ALL_CA,CA,2,2,2,2
2018,1,12,ALL_US,US,32974227,10046712,11972878,7327648
2018,1,12,ak,US,44676,15050,15806,10576
2018,1,12,al,US,628373,205968,252346,153376
2018,1,12,ar,US,340696,109799,132683,80649
2018,1,12,as,US,54,34,44,31
2018,1,12,az,US,683853,194112,226856,136757
2018,1,12,bc,CA,1,1,1,1
2018,1,12,ca,US,3922716,1080238,1236949,760691
2018,1,12,co,US,557685,165176,184564,113556
2018,1,12,ct,US,270451,90327,106382,63793
2018,1,12,dc,US,204703,67737,36753,23200
2018,1,12,de,US,80123,28351,29900,18337
2018,1,12,fl,US,3100640,907074,1017111,611297
2018,1,12,ga,US,1279630,377163,447986,265811
2018,1,12,gu,US,5169,2068,2433,1519
2018,1,12,hi,US,148650,38405,36741,23373
2018,1,12,ia,US,310513,103788,124512,76008
2018,1,12,id,US,132325,43036,51273,30926
2018,1,12,il,US,1176545,373825,442946,270444
2018,1,12,in,US,486151,196392,224230,149719
2018,1,12,ks,US,346895,115307,137808,83515
2018,1,12,ky,US,326299,137618,158229,103423
2018,1,12,la,US,545997,169469,198302,119937
2018,1,12,ma,US,486639,162695,178285,108678
2018,1,12,md,US,591446,193226,206798,126047
2018,1,12,me,US,78672,28658,33939,21220
2018,1,12,mi,US,850613,301584,363736,229949
2018,1,12,mn,US,499196,158754,185897,114658
2018,1,12,mo,US,634705,208151,243449,149214
2018,1,12,mp,US,503,319,497,316
2018,1,12,ms,US,284000,98406,114318,70820
2018,1,12,mt,US,74133,24955,28110,17822
2018,1,12,nc,US,1093932,352251,422144,254658
2018,1,12,nd,US,77053,26185,29105,18061
2018,1,12,ne,US,222128,73934,88768,54399
2018,1,12,nh,US,104861,36606,41452,25006
2018,1,12,nj,US,852873,277172,332916,195970
2018,1,12,nm,US,135953,45556,49732,30857
2018,1,12,nv,US,385094,100227,97954,61294
2018,1,12,ny,US,1704390,550032,594406,366543
2018,1,12,oh,US,949977,361670,444412,277042
2018,1,12,ok,US,532319,174739,203833,125484
2018,1,12,or,US,327746,99620,111357,70072
2018,1,12,pa,US,1037077,351803,407143,248551
2018,1,12,pr,US,76995,29508,33352,20362
2018,1,12,qc,CA,1,1,1,1
2018,1,12,ri,US,79373,28120,30314,18433
2018,1,12,sc,US,514631,164884,196470,116581
2018,1,12,sd,US,73985,24803,28955,17804
2018,1,12,tn,US,571833,221706,255050,165193
2018,1,12,tx,US,3688694,1047952,1267272,758591
2018,1,12,ut,US,278682,81176,100356,58515
2018,1,12,va,US,833165,265427,302413,181811
2018,1,12,vi,US,422,245,0,0
2018,1,12,vt,US,39509,15067,15373,9791
2018,1,12,wa,US,609820,194243,215435,137348
2018,1,12,wi,US,508353,177265,210300,132082
2018,1,12,wv,US,141770,54467,60106,37933
2018,1,12,wy,US,41541,14577,15377,9605
2018,1,13,ALL,"",30891739,9698981,11286017,6983521
2018,1,13,ALL_CA,CA,3,2,3,2
2018,1,13,ALL_US,US,30891736,9698979,11286014,6983519
2018,1,13,ak,US,38012,14830,14925,10296
2018,1,13,al,US,551644,192210,229315,144328
2018,1,13,ar,US,309753,106339,127297,78367
2018,1,13,as,US,42,28,31,26
2018,1,13,az,US,634332,188503,216548,130997
2018,1,13,bc,CA,1,1,1,1
2018,1,13,ca,US,3680756,1061714,1191151,725172
2018,1,13,co,US,525571,159915,175579,108018
2018,1,13,ct,US,265745,87969,102641,61039
2018,1,13,dc,US,155729,54886,32357,20200
2018,1,13,de,US,74688,27412,28298,17608
2018,1,13,fl,US,2932325,874554,957070,583543
2018,1,13,ga,US,1165558,352491,416987,252049
2018,1,13,gu,US,4990,2010,2555,1452
2018,1,13,hi,US,139333,37986,36731,22431
2018,1,13,ia,US,283160,100095,115533,72420
2018,1,13,id,US,119267,41399,48240,29523
2018,1,13,il,US,1155844,367275,430650,261546
2018,1,13,in,US,562727,196103,228719,144382
2018,1,13,ks,US,325077,112297,134012,82264
2018,1,13,ky,US,281830,123239,135849,94174
2018,1,13,la,US,507481,163671,186014,114515
2018,1,13,ma,US,464100,157788,171140,103878
2018,1,13,md,US,566364,186051,195794,120479
2018,1,13,me,US,66062,27224,31607,20608
2018,1,13,mi,US,843277,289980,350872,219223
2018,1,13,mn,US,459516,152426,175298,109858
2018,1,13,mo,US,620258,205601,238488,146521
2018,1,13,mp,US,503,294,493,290
2018,1,13,ms,US,262814,93727,105378,66244
2018,1,13,mt,US,66293,24092,26557,17159
2018,1,13,nc,US,1024407,331890,392873,239024
2018,1,13,nd,US,65885,24595,26034,16881
2018,1,13,ne,US,202420,70643,82918,51594
2018,1,13,nh,US,101223,36263,39649,24060
2018,1,13,nj,US,847071,273542,320194,189181
2018,1,13,nm,US,123804,44376,46849,29540
2018,1,13,nv,US,397721,101330,95045,59479
2018,1,13,ny,US,1531116,527312,548068,348279
2018,1,13,oh,US,874940,332819,382266,254362
2018,1,13,ok,US,475754,166964,190977,120327
2018,1,13,or,US,306541,98365,106848,66996
2018,1,13,pa,US,943514,338116,368243,235424
2018,1,13,pr,US,72014,28788,32400,20249
2018,1,13,qc,CA,2,1,2,1
2018,1,13,ri,US,75079,27504,29319,17834
2018,1,13,sc,US,482922,156813,183069,109962
2018,1,13,sd,US,65725,23840,27107,16987
2018,1,13,tn,US,563879,213537,236374,156087
2018,1,13,tx,US,3418741,1011112,1210115,729944
2018,1,13,ut,US,264885,79195,98055,56506
2018,1,13,va,US,779686,249837,280681,170613
2018,1,13,vi,US,338,193,0,0
2018,1,13,vt,US,39692,15493,13750,9458
2018,1,13,wa,US,556047,187229,205222,130949
2018,1,13,wi,US,474650,172936,200766,127645
2018,1,13,wv,US,103575,47042,48772,34299
2018,1,13,wy,US,37056,14108,14291,9229
2018,1,14,ALL,"",28283719,9880902,11614993,7278007
2018,1,14,ALL_CA,CA,2,2,2,2
2018,1,14,ALL_US,US,28283717,9880900,11614991,7278005
2018,1,14,ak,US,34156,14470,14813,10233
2018,1,14,al,US,513471,193409,241860,149999
2018,1,14,ar,US,277550,109040,135003,83421
2018,1,14,as,US,36,26,32,24
2018,1,14,az,US,564120,190846,215586,135145
2018,1,14,bc,CA,1,1,1,1
2018,1,14,ca,US,3441301,1085927,1195216,749152
2018,1,14,co,US,474726,162365,177715,112413
2018,1,14,ct,US,233669,88705,101254,62478
2018,1,14,dc,US,139500,52771,32096,20226
2018,1,14,de,US,66869,27264,28394,18094
2018,1,14,fl,US,2707916,899124,973509,607594
2018,1,14,ga,US,1064345,354981,428106,259897
2018,1,14,gu,US,4622,1981,2379,1422
2018,1,14,hi,US,129453,38209,35746,22682
2018,1,14,ia,US,245832,103012,123829,78915
2018,1,14,id,US,99079,40788,48309,30339
2018,1,14,il,US,1040676,380083,443088,276892
2018,1,14,in,US,524410,203215,244582,154061
2018,1,14,ks,US,284126,114073,138479,87853
2018,1,14,ky,US,313298,130210,152013,99334
2018,1,14,la,US,433969,164057,190698,119363
2018,1,14,ma,US,420914,160916,173801,108420
2018,1,14,md,US,499672,185598,196602,123999
2018,1,14,me,US,66242,27615,32336,20905
2018,1,14,mi,US,760430,294883,365247,230070
2018,1,14,mn,US,397115,157945,183468,118303
2018,1,14,mo,US,522053,206626,243505,154616
2018,1,14,mp,US,485,296,479,293
2018,1,14,ms,US,246610,95326,114129,70017
2018,1,14,mt,US,57588,24011,27320,17952
2018,1,14,nc,US,897562,332016,398657,247502
2018,1,14,nd,US,55518,24456,27599,18126
2018,1,14,ne,US,176600,69652,84770,53338
2018,1,14,nh,US,93567,36586,40064,24797
2018,1,14,nj,US,747159,275742,317663,193870
2018,1,14,nm,US,110439,44890,47099,30651
2018,1,14,nv,US,364304,102627,94554,61043
2018,1,14,ny,US,1442816,537743,559796,357337
2018,1,14,oh,US,922238,349021,428090,269246
2018,1,14,ok,US,428553,165851,198555,125049
2018,1,14,or,US,275954,99054,106712,69048
2018,1,14,pa,US,897623,344780,383807,243572
2018,1,14,pr,US,62001,27104,30870,19541
2018,1,14,qc,CA,1,1,1,1
2018,1,14,ri,US,68139,27825,29302,18318
2018,1,14,sc,US,427853,156098,187097,113845
2018,1,14,sd,US,56074,23857,28233,18063
2018,1,14,tn,US,591955,219541,255637,161065
2018,1,14,tx,US,3073627,1028421,1246144,762754
2018,1,14,ut,US,203963,78337,96316,57684
2018,1,14,va,US,696937,250862,284948,176216
2018,1,14,vi,US,248,171,0,0
2018,1,14,vt,US,42709,15602,14191,9295
2018,1,14,wa,US,511042,191735,207143,136257
2018,1,14,wi,US,432192,182764,220503,142137
2018,1,14,wv,US,107500,48374,52768,35455
2018,1,14,wy,US,32911,14054,14879,9684
2018,1,15,ALL,"",30304064,10254855,11833293,7485274
2018,1,15,ALL_CA,CA,3,3,3,3
2018,1,15,ALL_US,US,30304061,10254852,11833290,7485271
2018,1,15,ak,US,38753,15377,15681,11011
2018,1,15,al,US,593625,206596,251103,156793
2018,1,15,ar,US,321049,117729,141024,87530
2018,1,15,as,US,38,26,33,25
2018,1,15,az,US,593500,194442,216764,137310
2018,1,15,bc,CA,2,2,2,2
2018,1,15,ca,US,3513755,1110073,1206435,777413
2018,1,15,co,US,454261,164915,172991,115307
2018,1,15,ct,US,253411,92712,104848,64464
2018,1,15,dc,US,142673,54196,33556,21703
2018,1,15,de,US,73075,28257,29350,18552
2018,1,15,fl,US,2951085,938564,989230,616664
2018,1,15,ga,US,1142424,367389,437506,266313
2018,1,15,gu,US,4576,1994,2424,1483
2018,1,15,hi,US,129094,37810,35248,22944
2018,1,15,ia,US,265322,102798,120789,76776
2018,1,15,id,US,115308,42564,48702,31097
2018,1,15,il,US,1028249,379130,426954,275286
2018,1,15,in,US,519063,202443,233655,150210
2018,1,15,ks,US,300748,117416,137136,87912
2018,1,15,ky,US,352498,142988,162504,105673
2018,1,15,la,US,504779,174276,200860,125361
2018,1,15,ma,US,445650,169988,177355,112646
2018,1,15,md,US,533405,192408,202278,128032
2018,1,15,me,US,70890,28309,32914,21211
2018,1,15,mi,US,830756,306415,368778,232300
2018,1,15,mn,US,428050,156148,179918,114729
2018,1,15,mo,US,536998,205872,235305,151743
2018,1,15,mp,US,494,305,494,305
2018,1,15,ms,US,290032,102360,118945,73882
2018,1,15,mt,US,65037,24523,27124,17752
2018,1,15,nc,US,959613,340939,406030,252850
2018,1,15,nd,US,65951,25382,27954,17974
2018,1,15,ne,US,198934,75271,89044,56619
2018,1,15,nh,US,97458,37053,40876,25168
2018,1,15,nj,US,807475,284267,329357,199581
2018,1,15,nm,US,116727,45220,47517,31241
2018,1,15,nv,US,341364,101237,95464,63049
2018,1,15,ny,US,1524249,552051,578191,368671
2018,1,15,oh,US,924864,358403,424295,271699
2018,1,15,ok,US,473079,178120,203792,131216
2018,1,15,or,US,285288,101621,108057,71756
2018,1,15,pa,US,978294,358576,398553,250887
2018,1,15,pr,US,70045,29196,33341,20517
2018,1,15,qc,CA,1,1,1,1
2018,1,15,ri,US,70408,28254,29476,18780
2018,1,15,sc,US,460526,161102,190427,116100
2018,1,15,sd,US,63760,23994,27844,17631
2018,1,15,tn,US,691487,238782,276183,171825
2018,1,15,tx,US,3472404,1129788,1320915,821166
2018,1,15,ut,US,248800,82512,96530,59854
2018,1,15,va,US,755972,261612,293504,181421
2018,1,15,vi,US,294,180,0,0
2018,1,15,vt,US,38463,14995,14858,9547
2018,1,15,wa,US,542984,200101,209503,141640
2018,1,15,wi,US,456730,181108,209372,135870
2018,1,15,wv,US,124112,53030,57252,37972
2018,1,15,wy,US,36182,14308,15051,9810
2018,1,16,ALL,"",31684081,10391438,11922049,7474558
2018,1,16,ALL_CA,CA,4,3,4,3
2018,1,16,ALL_US,US,31684077,10391436,11922045,7474555
2018,1,16,ak,US,44823,15671,15772,10794
2018,1,16,al,US,500340,205479,249671,160280
2018,1,16,ar,US,265214,105788,123290,80757
2018,1,16,as,US,43,30,39,29
2018,1,16,az,US,655300,198116,221730,137681
2018,1,16,bc,CA,2,2,2,2
2018,1,16,ca,US,3941199,1136459,1231224,777683
2018,1,16,co,US,540834,167285,182379,114904
2018,1,16,ct,US,288947,95571,111421,65708
2018,1,16,dc,US,218420,73497,40077,25350
2018,1,16,de,US,82026,28832,30692,18712
2018,1,16,fl,US,3214406,969044,1028667,626017
2018,1,16,ga,US,1269067,391899,470813,278444
2018,1,16,gu,US,4870,1991,2401,1494
2018,1,16,hi,US,139541,38654,35309,23390
2018,1,16,ia,US,298905,104849,123636,76816
2018,1,16,id,US,128629,43589,50317,31161
2018,1,16,il,US,1176497,386693,445226,275101
2018,1,16,in,US,595514,205485,242591,149676
2018,1,16,ks,US,304611,114430,131622,84817
2018,1,16,ky,US,301558,133641,145770,99983
2018,1,16,la,US,452845,176317,202898,129432
2018,1,16,ma,US,534139,179888,189715,114776
2018,1,16,md,US,580228,199072,212298,130081
2018,1,16,me,US,79964,29318,34857,21631
2018,1,16,mi,US,926886,313027,379592,231626
2018,1,16,mn,US,483620,160688,186170,116203
2018,1,16,mo,US,572312,206860,235137,150998
2018,1,16,mp,US,468,300,461,299
2018,1,16,ms,US,230110,96989,112620,72941
2018,1,16,mt,US,73381,25074,27759,17959
2018,1,16,nc,US,1135234,368418,439594,265343
2018,1,16,nd,US,75186,26605,29307,18363
2018,1,16,ne,US,198813,72058,83427,53426
2018,1,16,nh,US,106727,36786,43398,25731
2018,1,16,nj,US,882769,289259,344199,200826
2018,1,16,nm,US,131223,46285,48538,31166
2018,1,16,nv,US,349031,99371,98085,63297
2018,1,16,ny,US,1752785,573497,606010,371966
2018,1,16,oh,US,1024582,356342,425993,265866
2018,1,16,ok,US,510239,175641,202305,127876
2018,1,16,or,US,323083,101728,109612,70662
2018,1,16,pa,US,997745,358032,403005,250565
2018,1,16,pr,US,73262,28695,32370,19374
2018,1,16,qc,CA,2,1,2,1
2018,1,16,ri,US,82747,29138,31350,18897
2018,1,16,sc,US,519036,167506,201565,119663
2018,1,16,sd,US,72184,24819,28683,17934
2018,1,16,tn,US,489852,215429,243617,164008
2018,1,16,tx,US,2624427,1044446,1159179,783902
2018,1,16,ut,US,274321,83311,101037,59878
2018,1,16,va,US,839787,274934,310104,186497
2018,1,16,vi,US,407,233,0,0
2018,1,16,vt,US,38345,14330,15575,9859
2018,1,16,wa,US,620117,207893,216037,142247
2018,1,16,wi,US,495653,179837,211533,134027
2018,1,16,wv,US,120946,53773,58008,38734
2018,1,16,wy,US,40879,14574,15360,9705
2018,1,17,ALL,"",31373305,10420006,11506878,7246711
2018,1,17,ALL_CA,CA,4,3,4,3
2018,1,17,ALL_US,US,31373301,10420003,11506874,7246708
2018,1,17,ak,US,46331,16099,15957,10862
2018,1,17,al,US,419979,185167,210022,144356
2018,1,17,ar,US,332050,112302,131865,80778
2018,1,17,as,US,47,30,39,26
2018,1,17,az,US,682530,206404,226098,138904
2018,1,17,bc,CA,2,2,2,2
2018,1,17,ca,US,4097096,1189466,1256576,789224
2018,1,17,co,US,563627,173585,184954,115123
2018,1,17,ct,US,234389,91406,96498,62266
2018,1,17,dc,US,207382,73011,38649,25158
2018,1,17,de,US,80167,29114,29857,18388
2018,1,17,fl,US,3204166,969740,987028,597374
2018,1,17,ga,US,738792,332456,354737,248795
2018,1,17,gu,US,4886,2000,2365,1502
2018,1,17,hi,US,143032,40150,35905,23566
2018,1,17,ia,US,312899,106544,126557,76046
2018,1,17,id,US,132629,44923,50625,31136
2018,1,17,il,US,1221921,393586,440093,265740
2018,1,17,in,US,613989,203224,231548,139351
2018,1,17,ks,US,350507,118621,138730,83466
2018,1,17,ky,US,351355,134921,145375,94653
2018,1,17,la,US,352884,161266,172340,120117
2018,1,17,ma,US,465179,175089,171059,109691
2018,1,17,md,US,508819,194219,192707,126120
2018,1,17,me,US,61403,27051,29859,20248
2018,1,17,mi,US,934382,308552,363498,218483
2018,1,17,mn,US,503188,164505,188234,115185
2018,1,17,mo,US,647922,215486,245721,149775
2018,1,17,mp,US,475,294,468,293
2018,1,17,ms,US,218998,91252,100946,67040
2018,1,17,mt,US,75210,25546,28189,17867
2018,1,17,nc,US,703791,327621,366351,249885
2018,1,17,nd,US,77383,26677,29089,17779
2018,1,17,ne,US,226753,75733,89211,54001
2018,1,17,nh,US,77163,32889,35289,23779
2018,1,17,nj,US,828436,291577,325410,196073
2018,1,17,nm,US,138336,48838,49750,31486
2018,1,17,nv,US,361640,103251,99168,63356
2018,1,17,ny,US,1717859,587623,584547,364854
2018,1,17,oh,US,1086405,360845,421855,254502
2018,1,17,ok,US,534386,177141,202285,124091
2018,1,17,or,US,329769,105835,111017,71464
2018,1,17,pa,US,979327,354479,375944,236945
2018,1,17,pr,US,78103,31851,34200,21033
2018,1,17,qc,CA,2,1,2,1
2018,1,17,ri,US,79008,29187,29918,18350
2018,1,17,sc,US,416972,158646,180600,113514
2018,1,17,sd,US,75972,25351,29565,17865
2018,1,17,tn,US,535706,211296,228587,151875
2018,1,17,tx,US,3317841,1102631,1231145,780151
2018,1,17,ut,US,285074,86553,102661,59896
2018,1,17,va,US,692058,262901,280241,179640
2018,1,17,vi,US,424,237,0,0
2018,1,17,vt,US,36846,13496,14285,8889
2018,1,17,wa,US,636009,215841,217750,143077
2018,1,17,wi,US,494211,178448,203824,127367
2018,1,17,wv,US,115540,50970,52092,35494
2018,1,17,wy,US,42055,15068,15591,9809
2018,1,18,ALL,"",33523407,10580336,11643244,7241347
2018,1,18,ALL_CA,CA,2,2,2,2
2018,1,18,ALL_US,US,33523405,10580334,11643242,7241345
2018,1,18,ak,US,45681,15509,14981,10173
2018,1,18,al,US,586412,202886,234147,149020
2018,1,18,ar,US,359597,114953,132928,80591
2018,1,18,as,US,43,26,37,23
2018,1,18,az,US,691239,205811,221144,135981
2018,1,18,bc,CA,2,2,2,2
2018,1,18,ca,US,4088532,1179977,1226557,770271
2018,1,18,co,US,565716,170505,177939,110137
2018,1,18,ct,US,290212,97514,107339,63766
2018,1,18,dc,US,232019,77601,38897,25227
2018,1,18,de,US,83321,29919,29993,18459
2018,1,18,fl,US,3187513,989786,991005,615479
2018,1,18,ga,US,1071016,367544,408795,261647
2018,1,18,gu,US,4843,2001,2324,1463
2018,1,18,hi,US,142362,39914,35279,23251
2018,1,18,ia,US,313715,104511,120947,73075
2018,1,18,id,US,132337,44765,49995,30690
2018,1,18,il,US,1236603,399595,442190,270646
2018,1,18,in,US,615990,206871,235543,144710
2018,1,18,ks,US,352505,116778,133581,80516
2018,1,18,ky,US,382707,136488,146366,93241
2018,1,18,la,US,486666,171048,186852,119296
2018,1,18,ma,US,545296,185828,183839,111823
2018,1,18,md,US,598494,204654,206262,127201
2018,1,18,me,US,79450,28823,32939,20625
2018,1,18,mi,US,931857,311106,362177,220625
2018,1,18,mn,US,512454,165507,186289,114564
2018,1,18,mo,US,664274,215702,242551,147096
2018,1,18,mp,US,452,286,442,283
2018,1,18,ms,US,297156,100334,111366,69338
2018,1,18,mt,US,75464,25866,28121,18040
2018,1,18,nc,US,744199,324361,356811,245829
2018,1,18,nd,US,78668,27844,28461,17928
2018,1,18,ne,US,222123,72553,82868,50296
2018,1,18,nh,US,106716,36725,41875,24946
2018,1,18,nj,US,897895,296896,331808,194522
2018,1,18,nm,US,139446,48683,48086,30693
2018,1,18,nv,US,365932,103634,96514,61580
2018,1,18,ny,US,1812289,598233,589763,363734
2018,1,18,oh,US,1097832,366074,423843,259179
2018,1,18,ok,US,539583,174516,195255,120034
2018,1,18,or,US,328790,104560,107512,68935
2018,1,18,pa,US,1076645,369448,394282,242629
2018,1,18,pr,US,75840,30907,31653,19885
2018,1,18,ri,US,84271,30430,30721,18703
2018,1,18,sc,US,469811,163123,185037,114908
2018,1,18,sd,US,75712,25212,28164,17324
2018,1,18,tn,US,667639,226902,248403,159066
2018,1,18,tx,US,3762478,1127789,1251840,766278
2018,1,18,ut,US,290232,87019,100291,58917
2018,1,18,va,US,764661,268010,280554,176948
2018,1,18,vi,US,471,268,0,0
2018,1,18,vt,US,37438,13420,13772,8590
2018,1,18,wa,US,636657,213772,213955,140559
2018,1,18,wi,US,501501,179781,203551,128998
2018,1,18,wv,US,130132,51268,51961,33956
2018,1,18,wy,US,42518,14943,15437,9651
2018,1,19,ALL,"",36861068,10790130,11988845,7275700
2018,1,19,ALL_CA,CA,2,2,2,2
2018,1,19,ALL_US,US,36861066,10790128,11988843,7275698
2018,1,19,ak,US,49037,16750,16387,11125
2018,1,19,al,US,694535,211273,246910,149619
2018,1,19,ar,US,391177,117590,135342,80431
2018,1,19,as,US,44,26,38,25
2018,1,19,az,US,737575,210540,228087,137341
2018,1,19,bc,CA,2,2,2,2
2018,1,19,ca,US,4328914,1201756,1267476,777868
2018,1,19,co,US,602014,176393,184642,113123
2018,1,19,ct,US,311013,98739,108689,63916
2018,1,19,dc,US,244992,78371,37775,24310
2018,1,19,de,US,90166,30799,30366,18487
2018,1,19,fl,US,3526103,1010939,1018021,616902
2018,1,19,ga,US,1349999,388367,436501,262615
2018,1,19,gu,US,4482,1778,2292,1395
2018,1,19,hi,US,154447,41316,36480,23626
2018,1,19,ia,US,331471,106292,121954,73396
2018,1,19,id,US,139668,45337,50725,30588
2018,1,19,il,US,1340774,409619,455061,272260
2018,1,19,in,US,691634,215031,244882,146484
2018,1,19,ks,US,374903,119077,136960,81946
2018,1,19,ky,US,428104,140053,151535,94384
2018,1,19,la,US,582615,176638,194649,118412
2018,1,19,ma,US,578996,187313,185379,111550
2018,1,19,md,US,649690,210023,208025,126873
2018,1,19,me,US,85693,29807,33617,20881
2018,1,19,mi,US,1007629,316976,368030,221778
2018,1,19,mn,US,535881,166983,184675,113069
2018,1,19,mo,US,724274,221815,247984,148113
2018,1,19,mp,US,449,262,444,261
2018,1,19,ms,US,344492,104968,115123,69144
2018,1,19,mt,US,78905,26087,28174,17811
2018,1,19,nc,US,1066253,354152,395498,248291
2018,1,19,nd,US,79531,25860,27436,16866
2018,1,19,ne,US,236652,74639,86259,52261
2018,1,19,nh,US,115154,38528,41922,24810
2018,1,19,nj,US,958371,302571,336981,195799
2018,1,19,nm,US,148255,49740,50083,31066
2018,1,19,nv,US,404988,108273,99937,62689
2018,1,19,ny,US,1914254,604187,594156,363416
2018,1,19,oh,US,1202432,372341,433883,260680
2018,1,19,ok,US,573803,175636,201387,122006
2018,1,19,or,US,350047,107252,112054,70267
2018,1,19,pa,US,1168545,377117,401430,243504
2018,1,19,pr,US,72051,27136,28890,18219
2018,1,19,ri,US,91383,31377,31200,18820
2018,1,19,sc,US,554436,170694,194826,115422
2018,1,19,sd,US,79390,25705,28231,17290
2018,1,19,tn,US,785678,238055,261014,159866
2018,1,19,tx,US,4035790,1146029,1280826,767393
2018,1,19,ut,US,301915,89784,102288,59802
2018,1,19,va,US,886997,275502,292411,176079
2018,1,19,vi,US,441,237,0,0
2018,1,19,vt,US,43292,14714,14074,8836
2018,1,19,wa,US,677712,215134,220184,140561
2018,1,19,wi,US,544210,184851,208571,130393
2018,1,19,wv,US,145082,51738,53173,33761
2018,1,19,wy,US,44728,15503,15906,9868
2018,1,20,ALL,"",33717405,10356645,11518916,6991916
2018,1,20,ALL_CA,CA,4,3,4,3
2018,1,20,ALL_US,US,33717401,10356642,11518912,6991913
2018,1,20,ak,US,41217,15394,15015,10077
2018,1,20,al,US,612378,200835,236338,144093
2018,1,20,ar,US,336418,111802,127487,77456
2018,1,20,as,US,48,30,38,27
2018,1,20,az,US,654879,204522,219660,133637
